timestamp,fixed_col,username,tweet,hour,minute,tweet_length,word_count,mention_count,url_count,hac_cluster_tentative
Mon May 18 01:04:35 PDT 2009,NO_QUERY,nuttystar,Had a lovely day yesterday. Back to work today and I think I have a cold ,1,4,73,16,0,0,1
Mon Jun 01 19:26:35 PDT 2009,NO_QUERY,saekuto,"@daedalus21 shut up, there is no such thing ",19,26,44,8,1,0,2
Wed Jun 17 15:48:38 PDT 2009,NO_QUERY,ririkkubugeisha,Aaaaahhhhhhhhhhhhh i hate him so much!!! And yet if he rang me now i'd be on my feet in 5 ,15,48,90,21,0,0,1
Sun May 03 16:18:30 PDT 2009,NO_QUERY,marcii_chan,tomorrow i have school aargh! boriing. ,16,18,39,6,0,0,1
Mon May 18 01:53:32 PDT 2009,NO_QUERY,pmonique82,"is about 2 go 2 sleep, today couldnt have been any better, magic win, &amp; i had a great night! thanks i owe u ",1,53,112,24,0,0,1
Sat Jun 20 20:05:32 PDT 2009,NO_QUERY,Camtoe,"V8's are on, Craigs out the back and is missing the motorsport  Utes are racing.",20,5,80,16,0,0,1
Sun May 03 23:07:02 PDT 2009,NO_QUERY,Spidersamm,@andyclemmensen yuckkkk  i find it disturbing that you have photos of shauns butt crack on your phone or whatever D: haha ,23,7,122,21,1,0,2
Sun Jun 21 07:42:10 PDT 2009,NO_QUERY,katieshelby,Happy Fathers' Day! Wish I could be spend it with my dad. ,7,42,58,12,0,0,1
Sun May 17 06:32:27 PDT 2009,NO_QUERY,cupcakes5,"@TheDailyBlonde I love Banana Republic-their perfume, Classic, is one of my faves-thanks for the link.  ",6,32,104,17,1,0,2
Mon Jun 01 05:32:59 PDT 2009,NO_QUERY,qodzbeautii,Cant even concentrate... ,5,32,25,3,0,0,1
Wed Jun 17 18:55:49 PDT 2009,NO_QUERY,clakings996,Is regretting not going to osha with the pretty girl who invited me ,18,55,68,13,0,0,1
Sat May 30 17:11:26 PDT 2009,NO_QUERY,ajgswish,attempting to do hw i have to change my #research topic  for my paper any suggestions?,17,11,86,16,0,0,1
Thu May 28 21:08:09 PDT 2009,NO_QUERY,winequester,@Ben373 Why get out? It gives our military something to do and they have to practice anyway.  Less casualties than at bases in U.S.,21,8,131,25,1,0,2
Wed Jun 03 04:20:53 PDT 2009,NO_QUERY,lpfrancis727,Y didnt i go 32 school 2b a vet?Do yall know how much dam money they make! Its sickning!on my way 2give them sum more of my money ,4,20,130,30,0,0,1
Tue Apr 21 01:06:06 PDT 2009,NO_QUERY,s_constantine,"@brilliantcorner no i don't have a prototype, today at Nokia HQ we have a little expo showing off our latest devices and the Ovi Store ",1,6,135,26,1,0,2
Sat May 02 11:03:34 PDT 2009,NO_QUERY,tazzeh,I want to go out and do something but it's cold and rainy and foggy  ,11,3,69,16,0,0,1
Mon May 18 06:32:49 PDT 2009,NO_QUERY,tomjamhamspam,relaxing on my first day off from work and 6 form since like forever!!! ,6,32,72,14,0,0,1
Thu Jun 25 08:00:05 PDT 2009,NO_QUERY,romapires,my neck aches... ,8,0,17,3,0,0,1
Tue Jun 16 08:43:03 PDT 2009,NO_QUERY,ohhitsstefania,driving to work ,8,43,16,3,0,0,1
Sat Jun 06 19:54:28 PDT 2009,NO_QUERY,alleykitt,I think I've developed a headache/hangover from this afternoon's Vicodin. ,19,54,74,13,0,0,1
Tue Jun 02 01:33:39 PDT 2009,NO_QUERY,JeVoudraisCake,"Oh, I was getting used to no bleeding  Still, just the one draw today, and the food remains good. Now I'm typing.",1,33,113,23,0,0,1
Sun May 17 04:46:27 PDT 2009,NO_QUERY,dalilprincess,"Love spending time with mummy, packing up!  Just ordered pizza! Yum yum!",4,46,72,12,0,0,1
Fri May 22 00:16:57 PDT 2009,NO_QUERY,Jeegarboo,"@andrewtleung Good luck drew, probably see you tomorrow. Possibly pick you up from school?  K, time for bed. Goodnight.",0,16,119,19,1,0,2
Sun May 10 08:42:25 PDT 2009,NO_QUERY,pumafresh,Tired of the wind lord lord my stomach hurts and i'm on my way to work ,8,42,71,17,0,0,1
Thu Jun 18 19:57:19 PDT 2009,NO_QUERY,Calliegirl451,"@danigirl829 hey!! Sorry I didn't make it tonight,  I am stll unpacking ",19,57,72,13,1,0,2
Sun Apr 19 09:28:40 PDT 2009,NO_QUERY,cyberpet,@a a reason could be outlook 2007 with it's very very poor ms word-based html rendering engine out of the last century ,9,28,119,24,1,0,2
Sat Jun 06 22:27:50 PDT 2009,NO_QUERY,ladylizzz,days off go to fast ,22,27,20,5,0,0,1
Sat Jun 06 04:45:46 PDT 2009,NO_QUERY,dogzero,@Curlybusiness They do cover NL too - every time I see a job that I like it seems to be in NL... ,4,45,97,21,1,0,2
Sat May 02 08:39:41 PDT 2009,NO_QUERY,DanaBelle,UGHwork.  I wanna be at the movies not here.,8,39,44,9,0,0,1
Sat May 30 04:02:49 PDT 2009,NO_QUERY,mrassman,"@PammaApple i wish i could make your work be a vacation, unfortunately im no genie.  Good Luck in work today!",4,2,109,20,1,0,2
Thu May 14 06:32:59 PDT 2009,NO_QUERY,clarissamperez,@KELLY__ROWLAND love your show with issac  you always look sooo pretty in what you wear,6,32,87,15,1,0,2
Mon Jun 15 03:53:15 PDT 2009,NO_QUERY,rbuerckner,"@SylviaDiscount ah yes it most definitely is, I am so not in love with the police or the DPP for that matter ",3,53,109,22,1,0,2
Thu Jun 18 00:51:40 PDT 2009,NO_QUERY,SimplyH,"first issues with new OS 3 : CDN settings resetted, have issues opening login screen of KLM wifi page - missing out internet in lounge ",0,51,135,23,0,0,1
Sat May 09 18:54:15 PDT 2009,NO_QUERY,sswilliams2008,Turning in my phone soon &amp; going to bed' need to make it through one or two more days hopefully. Missing talking to Sam tonight  2,18,54,134,26,0,0,1
Thu Jun 18 17:03:28 PDT 2009,NO_QUERY,SuggWillSugg,Internet broken so no thursday cheesey song.   Goodnight.,17,3,57,8,0,0,1
Thu May 28 23:36:21 PDT 2009,NO_QUERY,krazedaise,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am. ,23,36,95,18,0,0,1
Fri Jun 19 15:58:26 PDT 2009,NO_QUERY,emilymayyyy, thanks for caring  &lt;3@BbyAshBash,15,58,36,6,1,0,2
Fri Jun 05 15:47:35 PDT 2009,NO_QUERY,eddie951,Friend Requested Someone In Facebook.  Only To Get A Response Saying &quot;Eww No Way....&quot;  FML  ,15,47,102,17,0,0,1
Sun May 31 00:29:41 PDT 2009,NO_QUERY,kayaitken,"How to get rid of super-resilliant ants?  Have put Ant Rid round their nests, no use, put talc down their holes and they are still there ",0,29,137,27,0,0,1
Mon Jun 01 21:07:11 PDT 2009,NO_QUERY,RichGirlsInc,has a headache... ,21,7,18,3,0,0,1
Tue Jun 02 21:22:25 PDT 2009,NO_QUERY,princessduckies,Just cant control her fingers. Its like they have a life on its own. ,21,22,69,14,0,0,1
Mon Jun 01 20:55:41 PDT 2009,NO_QUERY,CherieAmor4life,@overfab lol yea chatrooms were cool. but I c u got the pic up tho. I miss  u ,20,55,78,18,1,0,2
Fri Jun 19 14:16:26 PDT 2009,NO_QUERY,sophieede,@britneyspears i soo wanted to come and see your tour it looked amazing but your leaving soon  no tickets left!,14,16,111,20,1,0,2
Sat May 30 02:45:48 PDT 2009,NO_QUERY,Jessi_w,off out in a min  aww well free lunch ,2,45,38,9,0,0,1
Fri May 29 15:32:22 PDT 2009,NO_QUERY,linnzo,listening to revenge by kiss to get inspiration... i don't think kristie is really digging it though  ,15,32,102,18,0,0,1
Fri Jun 19 02:26:39 PDT 2009,NO_QUERY,getsharp,"@rbartolome Day 13 of what Raphael?  Sorry there's no reply from littlesharpy, he's locked out of his account for too many failed logins ",2,26,137,25,1,0,2
Mon Jun 01 04:50:53 PDT 2009,NO_QUERY,seoulcitykitty,Now all I want to do is noraebang ,4,50,34,8,0,0,1
Fri May 22 01:10:16 PDT 2009,NO_QUERY,actiontime,I hate knowing I have another day at work after today ,1,10,54,11,0,0,1
Thu Jun 18 23:30:14 PDT 2009,NO_QUERY,nerdymou,just felt an earthquake  ,23,30,25,4,0,0,1
Fri May 29 17:58:54 PDT 2009,NO_QUERY,worditsjessica,I hate nextel...those stupid phones dont ever have service! so now im COMPLETELY alone for the weekend  grreeeeaattt.,17,58,117,19,0,0,1
Wed Jun 17 15:16:02 PDT 2009,NO_QUERY,tastemyvenom,@MrRobPattinson You didnt say anything about the dream. Im alittle disappointed.  BUHU,15,16,86,12,1,0,2
Mon May 18 01:05:15 PDT 2009,NO_QUERY,nabejero,@fridley LOL that's funny.. where ya beeeen? ,1,5,45,8,1,0,2
Wed Jun 03 06:03:30 PDT 2009,NO_QUERY,larigirll,"sad, miserable and in a totally bad mood since this morning ",6,3,60,11,0,0,1
Tue Jun 16 02:04:17 PDT 2009,NO_QUERY,jbmcdlts,7 hot guys on the one stage amazing i'm suprised everyone didn't die star girl was amazing if only I was there ,2,4,111,24,0,0,1
Sat May 02 13:13:14 PDT 2009,NO_QUERY,plainlo,"Harry Potter opens 17th July (like, 75 days?) but I think I'm over in the states! WAH  I LOVE HARRY POTTER",13,13,106,22,0,0,1
Mon Jun 22 15:56:26 PDT 2009,NO_QUERY,CaitlinBell9,@caitlinbell18 why dont you follow me ,15,56,38,6,1,0,2
Tue Jun 16 12:25:42 PDT 2009,NO_QUERY,mmwhalen,@JackAllTimeLow your going to make me pay .99cents for it. ,12,25,59,10,1,0,2
Tue Apr 07 00:56:56 PDT 2009,NO_QUERY,hancohen,has tonsilitis on my birthday ,0,56,30,5,0,0,1
Thu Jun 18 07:59:56 PDT 2009,NO_QUERY,Serene_Balance,"Well tweeps, mother in law is on her way. Not much hope for my twitter addiction today.    Tweet 'ya later!",7,59,107,20,0,0,1
Sat Jun 20 06:44:57 PDT 2009,NO_QUERY,Cabbage_Face,@dannoakes i want one so bad ,6,44,29,6,1,0,2
Wed Jun 17 05:15:52 PDT 2009,NO_QUERY,LilBit0318,Ugh...Night #4 with vitualy no sleep! ,5,15,38,7,0,0,1
Sun Jun 07 06:05:46 PDT 2009,NO_QUERY,hisrj,I guess I have been twitterific enough this last week- I lost a few #followers- bummer.     ,6,5,92,16,0,0,1
Tue May 26 23:19:24 PDT 2009,NO_QUERY,indiacarless,@aplusk I've been working 3rd shift 20+ years and hate it when they say 'Good Morning' when I walk in at 2300! ,23,19,111,23,1,0,2
Mon Jun 15 14:45:37 PDT 2009,NO_QUERY,hunnylovins,@lestie08  didnt make it ,14,45,25,4,1,0,2
Sat Jun 20 00:26:31 PDT 2009,NO_QUERY,jonmack,"Grrrr ultrasn0w won't be out til after the weekend  my iPhone is currently just a more expensive iPod Touch. Never mind, won't be long!",0,26,135,26,0,0,1
Tue Jun 02 11:09:29 PDT 2009,NO_QUERY,davestokes,@robbiereviews had to preview it last night and another print tonight  at least you only have to watch once,11,9,107,19,1,0,2
Wed Jun 17 20:34:02 PDT 2009,NO_QUERY,xXxXxHaleyxXxXx,Shit. Ow. I just tried to pull my head phone out and accidentily pulled on one of my piercings.  gettin a new one btw ,20,34,118,24,0,0,1
Sun Jun 07 06:59:50 PDT 2009,NO_QUERY,GeneralProfound,*shite* only 2h b4 polls closing - need 2 catch up w/reading and write that post - must go off twitter 4 a few hrs ,6,59,115,24,0,0,1
Sat Jun 20 18:46:39 PDT 2009,NO_QUERY,kalinx3,@rockerchick123 me too ,18,46,23,3,1,0,2
Tue Apr 07 03:10:19 PDT 2009,NO_QUERY,chrisgarrett,"@wwwicked I think I have tried everything but feel free to try to crack it, I am at a loss ",3,10,91,20,1,0,2
Mon Jun 22 17:02:26 PDT 2009,NO_QUERY,JessicaRabbitno,had a great photoshoot yesterday! but still feels sick...  ,17,2,59,9,0,0,1
Sat Jun 20 14:18:53 PDT 2009,NO_QUERY,bogz43m,just got off work... hot and sweaty again ,14,18,42,8,0,0,1
Fri May 22 06:49:04 PDT 2009,NO_QUERY,Syl_Natareno,Thankful for another Day!!!!!!!!!!  Hope u all have a Great and Safe Weekend!!!! ,6,49,81,13,0,0,1
Sat May 30 19:54:13 PDT 2009,NO_QUERY,adihrespati,Myprecious  sunday is wasted listening to rhetorics ,19,54,52,7,0,0,1
Fri May 22 06:52:42 PDT 2009,NO_QUERY,susiesue85,@supercheekymonk An unhappy and cheeseless place ,6,52,49,6,1,0,2
Tue Jun 23 07:49:43 PDT 2009,NO_QUERY,nickeyann,@butterflyylost is that every tues? can't go today ,7,49,51,9,1,0,2
Sat May 30 17:29:05 PDT 2009,NO_QUERY,MizzJazzy,Online lookn 4 vacation pkgs 4 nxt mth..where shuld I go? Cabo? Vegas? PR? Tired of mia&amp;VirgnIs..plus my bae cnt go out the country..lol ,17,29,141,29,0,0,1
Sun May 03 23:31:47 PDT 2009,NO_QUERY,bentface,"@heyuinthepants: good, just checking ",23,31,37,4,1,0,2
Sun May 10 18:25:45 PDT 2009,NO_QUERY,Lindsay_Hahn,i slammed my finger in the car door this afternoon and its still bleeding. oy vey. pray that its not broken ,18,25,108,21,0,0,1
Thu May 14 04:22:13 PDT 2009,NO_QUERY,mnemonic68,@allesreal Haha .. der is gut! ,4,22,31,5,1,0,2
Sun May 17 10:39:49 PDT 2009,NO_QUERY,CyberManin,"Hubble EVA-4 :  from what I see in direct live, i cant see any light  from the PGT, seems batteries are discharged .. ",10,39,118,22,0,0,1
Sat Jun 06 09:54:18 PDT 2009,NO_QUERY,candyperfumegrl,going to take Rawko for a walk before it rains  cold today too it's only 47 degrees yuck yuck yuck IT'S JUNE!!!!,9,54,112,24,0,0,1
Sun Jun 21 08:57:45 PDT 2009,NO_QUERY,sotodance,honestly feels like she hasn't spoken to her best friend in about six months ,8,57,77,15,0,0,1
Fri May 22 08:05:14 PDT 2009,NO_QUERY,forgottenbylove,i'm waiting for my thunderstorm that doesn't seem to come  hahaha,8,5,65,13,0,0,1
Sat Jun 06 09:37:57 PDT 2009,NO_QUERY,maisiemoon,"enjoyed my gamom for tea, once the kids are in bed its a lonely evening for me on my own ",9,37,89,20,0,0,1
Sat May 30 10:59:58 PDT 2009,NO_QUERY,mwizz13,rawr! lol  work 2 - 8:30 today  blech,10,59,37,8,0,0,1
Sun May 17 11:34:09 PDT 2009,NO_QUERY,ccherilynn,Cue the summer tunes! So excited. I love the playlists that are reminiscent of summer ,11,34,86,15,0,0,1
Sat Jun 20 21:09:36 PDT 2009,NO_QUERY,Stephycakes91,Got a tummy ache .. ,21,9,20,4,0,0,1
Mon Jun 22 15:00:26 PDT 2009,NO_QUERY,bubbly_vicky,"omg Perez Hilton is on the trending topics :O is it because of the mmva's thing? that's sad, i dunno which side to believe ",15,0,123,26,0,0,1
Mon Jun 15 06:27:35 PDT 2009,NO_QUERY,janellski,is preparing BS. really sleepy ,6,27,31,5,0,0,1
Wed Jun 17 21:37:56 PDT 2009,NO_QUERY,jeffd1830,"Trying to figure out which of the 42 Risk territory cards are Cavalry, which are Infantry, and which are Artillery. Lost the card deck. ",21,37,136,24,0,0,1
Wed Jun 24 22:16:29 PDT 2009,NO_QUERY,cewalker89,@txaggie2012 it's changed now.... so poo on you ,22,16,48,9,1,0,2
Mon Jun 01 02:30:19 PDT 2009,NO_QUERY,mothbox,@CHRISDJMOYLES Get some Rage Against the Machine on the go - perfect Monday morning. Pitty I don't have a radio on my phone/ipoo ,2,30,129,24,1,0,2
Fri May 29 18:49:03 PDT 2009,NO_QUERY,randomgirl96,btw... i'm on crutches ,18,49,23,5,0,0,1
Thu Jun 25 04:28:20 PDT 2009,NO_QUERY,holsemorris,Is annoyed that there isn't a topshop in Corby. Not that I could find anyway ,4,28,77,16,0,0,1
Sat Apr 18 20:42:20 PDT 2009,NO_QUERY,ConservativeLA,@vja4041 Old age and treachery. ,20,42,32,5,1,0,2
Mon May 04 06:19:14 PDT 2009,NO_QUERY,MissJo_Ladie,@jlovely crossing my fingers for ya! &amp; hey you'll be on my side of town!  Welcome! LOL,6,19,90,18,1,0,2
Mon May 04 00:50:34 PDT 2009,NO_QUERY,megstev,@vavroom About that for me too. But follows pinched cervical nerve since Aug '06 which had about the same effect ,0,50,113,20,1,0,2
Sun Jun 07 08:13:20 PDT 2009,NO_QUERY,itskelseybiitch,has an upset tummyy. ,8,13,21,4,0,0,1
Sat May 30 14:55:17 PDT 2009,NO_QUERY,matter0Fcontext,My friends just left ,14,55,21,4,0,0,1
Mon Jun 01 07:09:35 PDT 2009,NO_QUERY,ReDesignDiva,"I am sooo...bummed! Had a huge presentation for ooffoo contest, and my comp died Friday. I am attempting to recover all data now ",7,9,129,24,0,0,1
Tue Jun 02 01:46:20 PDT 2009,NO_QUERY,arcticmay,still sad about AF447 ,1,46,22,4,0,0,1
Mon May 18 02:06:54 PDT 2009,NO_QUERY,SarahWurrey,It is always so wonderful to wake up at 5AM to cats having a claws-out scuffle literally on your HEAD. I now have a scratched neck ,2,6,131,27,0,0,1
Sat May 30 02:38:40 PDT 2009,NO_QUERY,Elaine_11,Off to clean car out   cant let @luie01 see how messy iv let it get!!!,2,38,70,15,1,0,2
Sat Jun 20 06:52:15 PDT 2009,NO_QUERY,alangoodenough,@Dark_Impulse not fair!!!!! I've got no money till next weekend ,6,52,64,11,1,0,2
Sat Jun 20 20:16:49 PDT 2009,NO_QUERY,ChristaMarie83,I've come to the realization that it's time to place some distance between me and certain people in my life. ,20,16,109,22,0,0,1
Thu May 14 06:26:52 PDT 2009,NO_QUERY,mizzprice,My throat is swollen and my head hurts so bad ,6,26,46,10,0,0,1
Fri May 29 16:54:28 PDT 2009,NO_QUERY,kerrzy,Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores ,16,54,125,21,0,0,1
Thu May 14 00:30:59 PDT 2009,NO_QUERY,danalar,"see, taxi is late. it's 8:30 and school starts in 10 mins, argh! ",0,30,65,15,0,0,1
Sat Jun 20 19:18:33 PDT 2009,NO_QUERY,quatre,@sheeteronfire Weirdo. ,19,18,23,2,1,0,2
Mon May 18 07:36:33 PDT 2009,NO_QUERY,arhakim,"@Saberware File! File now! And yes, if only I could get my own ",7,36,63,13,1,0,2
Fri May 22 07:38:02 PDT 2009,NO_QUERY,asphaltcowgrrl,Time to get to work.  It's Friday and I gets three days off. ,7,38,61,14,0,0,1
Sun Jun 21 05:54:41 PDT 2009,NO_QUERY,AmazonCares,"@perseq That hurts!  It took me furever to splurge on an iPhone, about 6 wks. ago.  ",5,54,84,16,1,0,2
Wed Jun 17 17:16:14 PDT 2009,NO_QUERY,gillyheartsyou,@smileem94 I miss storms ,17,16,25,4,1,0,2
Sat Apr 18 08:11:33 PDT 2009,NO_QUERY,redstarcreative,@microedge No - Oldham Athletic fan here ,8,11,41,6,1,0,2
Sun Jun 07 06:05:38 PDT 2009,NO_QUERY,kristenbragg,I'm at the pool for our last full day in Punta Cana ,6,5,52,13,0,0,1
Fri Jun 05 16:09:07 PDT 2009,NO_QUERY,Kelseymitchem,wants to be 18 forever ,16,9,23,5,0,0,1
Mon May 04 07:45:57 PDT 2009,NO_QUERY,Completionist,Off to band practice ,7,45,21,4,0,0,1
Thu Jun 18 16:04:48 PDT 2009,NO_QUERY,joowonahn,"@JohnMu You can probably find over 72,600 Korean sites with issues on #Chrome ",16,4,78,14,1,0,2
Sat May 30 16:38:49 PDT 2009,NO_QUERY,babydolljr,@KarronAnne He died this morning  His tiny body couldn't handle his vaccine.,16,38,76,13,1,0,2
Thu Jun 18 05:52:21 PDT 2009,NO_QUERY,xxAnixx,"WTF? I can't log in to myspace and twitter is beeing stupid, too! no 'reply arrows' except one for Seb...now I have to type it ",5,52,127,27,0,0,1
Sat Jun 06 12:02:48 PDT 2009,NO_QUERY,kelsweetie113,Going home on the bus ,12,2,22,5,0,0,1
Tue Jun 16 09:41:19 PDT 2009,NO_QUERY,Kate10s,No tennis  stupid courts are to wet ,9,41,36,7,0,0,1
Sun Apr 19 00:13:12 PDT 2009,NO_QUERY,splattt_twloha,"@alycekeli they're only doing 2 shows in sydney  i've gotta bail on work to get to one on them, but wouldn't miss it for the world",0,13,130,29,1,0,2
Sat Jun 06 16:49:00 PDT 2009,NO_QUERY,lynn4227,Gorgeous day outside. Too bad I am struck inside with a head cold. ,16,49,67,13,0,0,1
Sat May 30 08:44:28 PDT 2009,NO_QUERY,LadyTartan,I don't want to go to work today ,8,44,33,9,0,0,1
Sun May 31 15:15:19 PDT 2009,NO_QUERY,glo324,@mrbeanzz so its tr wat they say...ur gone  ,15,15,44,9,1,0,2
Fri May 29 19:29:44 PDT 2009,NO_QUERY,li0n,@h2ogirl I didn't see the pictures of Bix's new doo! ,19,29,53,12,1,0,2
Sun May 31 13:28:22 PDT 2009,NO_QUERY,smileyk5,i got lots of homework to do  so goodbye twitter for a while(again),13,28,67,14,0,0,1
Wed Jun 17 16:17:20 PDT 2009,NO_QUERY,evil_cackle,"@CA_Young am semi-tempted to see if this will set off the web filter at work, but probably not best idea given latest unemployment stats ",16,17,137,25,1,0,2
Fri Jun 05 18:39:33 PDT 2009,NO_QUERY,AshleyAddict,Ughhhh. Someone please put me out of my misery. ,18,39,48,9,0,0,1
Thu Jun 18 14:34:41 PDT 2009,NO_QUERY,diinos,@dinosuit yay! I made scaryskies but i accidentally made myself 12. D: And I made Scavo on there.  I'm maydayparades now,14,34,120,22,1,0,2
Thu May 28 21:20:38 PDT 2009,NO_QUERY,k_hack,"@narxist sorry I missed you at the SCCC thing today, I got there post-TSK ",21,20,74,15,1,0,2
Sat Jun 20 02:15:47 PDT 2009,NO_QUERY,follow_me_124,"@greysnews but the spoilers are the reason why I follow you  please keep going on, it's so interesting",2,15,102,19,1,0,2
Sun May 31 18:27:01 PDT 2009,NO_QUERY,welovechrisc,so sad @iamchrisc really hates us ,18,27,34,6,1,0,2
Tue Jun 02 00:11:47 PDT 2009,NO_QUERY,nicolepelton,"LOVE my new home... But when my sister is gone during the week, it gets a little lonely  at least I got a tv and internet...",0,11,124,26,0,0,1
Sat Jun 06 12:31:49 PDT 2009,NO_QUERY,raptattention,No Tony Hawk skate board for me  Oh well..it might have helped had i read the directions a little closer...lol,12,31,110,22,0,0,1
Sun May 31 10:52:30 PDT 2009,NO_QUERY,melody,@missinmanoa hey i so totally missed meeting you at little oven on thurs~ ,10,52,74,13,1,0,2
Sat May 30 14:18:55 PDT 2009,NO_QUERY,Keshia79,@Tyrese4ReaL damn I wanna watch Baby Boy right now and can't find my dvd   (I love that I can actually tell u that) lol,14,18,119,25,1,0,2
Wed Jun 17 02:06:01 PDT 2009,NO_QUERY,mrkissn,CÃ³ ai á» US sáº¯p vá»? ko ? xÃ¡ch vá»? dÃ¹m mÃ¬nh con Palm Pre vá»i ,2,6,71,19,0,0,1
Tue May 26 22:51:12 PDT 2009,NO_QUERY,magnifikka,MYOH na tomorrow at Rockwell. See ya there! ,22,51,44,8,0,0,1
Tue Jun 16 06:01:15 PDT 2009,NO_QUERY,hollyclarkx,i am ill ,6,1,9,3,0,0,1
Fri May 22 06:45:07 PDT 2009,NO_QUERY,shiran01,&quot;i got bangs! my hair is so now!&quot; ,6,45,44,10,0,0,1
Mon Jun 22 16:22:31 PDT 2009,NO_QUERY,ellceeuk,@Davinche I know  Them times there having a phone that could save more than 10 messages was big so how was I 2 know it wud evolve so quick,16,22,138,29,1,0,2
Sun May 17 10:35:07 PDT 2009,NO_QUERY,BeeFernandez,I am really regretting last nights drinking binge and wishing I could be laying outside rather than stuck in work hell... ,10,35,122,21,0,0,1
Mon May 18 00:18:56 PDT 2009,NO_QUERY,ieffnx3you,I am definitely feeling my new layout. ,0,18,39,7,0,0,1
Sat Jun 20 15:31:03 PDT 2009,NO_QUERY,hippiebikeracer,It has been a beautiful day and I got quite  bit of stuff done.  No ride though ,15,31,80,17,0,0,1
Sat Jun 06 18:16:38 PDT 2009,NO_QUERY,agentninety9,@AMomTwoBoys can't open it ,18,16,27,5,1,0,2
Fri Jun 19 11:16:06 PDT 2009,NO_QUERY,domblack,48 Hours of freedom before I start full time work ,11,16,50,10,0,0,1
Mon Apr 20 06:09:39 PDT 2009,NO_QUERY,Ayshah_,"Oh, I didnt say Good Morning to all  GOOD MORNING! and happy #420 all",6,9,69,14,0,0,1
Fri May 29 17:49:52 PDT 2009,NO_QUERY,dontforgetchaos,"@Orchidflower Smells too much apparently  I love them, takes me back to my hippy beach bum days. Dont worry, she'll be fine ",17,49,124,23,1,0,2
Sun Jun 07 09:27:58 PDT 2009,NO_QUERY,lilessthancrazy,Had way too much ouzo last night at the toga party and fell at the beach! im cut and bruised  &amp; had tooo much fun ,9,27,118,25,0,0,1
Fri May 29 15:37:08 PDT 2009,NO_QUERY,GillyCoop,"@LMontt I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren't any ",15,37,107,23,1,0,2
Mon Jun 01 09:31:25 PDT 2009,NO_QUERY,JorddyE,Didn't get my tattoo today  the tattooist just had a diff idea to me so redesign then im getting it ASAP! p.s.Drop Dead clothing SUCKS,9,31,134,28,0,0,1
Mon Jun 22 15:38:16 PDT 2009,NO_QUERY,PEACE_UP,Worried about my friends that ride the metro  but I don't wanna be pressed! Ugh! Fuck it I'm callin em,15,38,102,22,0,0,1
Sun May 31 23:43:37 PDT 2009,NO_QUERY,shanep69,Guessing love can  get you through anything. I wish it could....... So much for a great day  PAYTON,23,43,99,18,0,0,1
Sun May 31 13:58:24 PDT 2009,NO_QUERY,pattistrufan,My baby is messing up (blackberry) ,13,58,35,6,0,0,1
Tue Jun 16 23:35:32 PDT 2009,NO_QUERY,Kristy_E,@GrossMisconduct i get 'pedes too  sooooooo creepy! sleep w/the lights on &amp; keep in mind they want nowhere near you. *hugs*,23,35,127,22,1,0,2
Sun Apr 19 07:28:35 PDT 2009,NO_QUERY,gwain_mcfly,@im_Chrisss agreed crisp!  just studied some maths and welsh though :O. bitesize tgau rocks!!! ,7,28,95,14,1,0,2
Mon Jun 15 07:46:52 PDT 2009,NO_QUERY,Jill0504,"Tracey Joy, I am soo sorry for your loss. Call me if you need anything hun. ",7,46,76,16,0,0,1
Wed Jun 03 09:21:05 PDT 2009,NO_QUERY,Evtaylor,"@ChristianTweet google it, I don't know. ",9,21,41,7,1,0,2
Sun May 17 11:28:57 PDT 2009,NO_QUERY,Pnut060,"God bless everyone today  Just came home from church, need to clean this house up....umm god can you do that for me please? LOL",11,28,127,25,0,0,1
Sat May 30 17:05:00 PDT 2009,NO_QUERY,Randuhhh,Yea me and ate failed  lol,17,5,26,6,0,0,1
Sun Apr 19 03:32:00 PDT 2009,NO_QUERY,khri8,Ooh my godness. Listening to the old Onyx albums and getting sad about HipHop 2day ,3,32,83,15,0,0,1
Mon Jun 15 21:27:51 PDT 2009,NO_QUERY,itsyagirlrachet,Sleepytime! Gotta hit the books hard tomorrow..back to reality ,21,27,63,10,0,0,1
Mon May 18 05:21:42 PDT 2009,NO_QUERY,DazzlinDonna,"@wildfiremg if u r referring to the rss feed i implemented, then no, it's not modular. maybe i'll get around to that. ",5,21,118,24,1,0,2
Tue Apr 07 02:03:30 PDT 2009,NO_QUERY,jowaddell,"Deer down by the river last night at sunset, egrets &amp; ducks this morning.....I really do love where I live ",2,3,111,21,0,0,1
Sun May 03 16:23:50 PDT 2009,NO_QUERY,FireLioness,I discovered one of the worst smells possible. Burnt lemons. (on the BBQ) Oh my god ew. Done projects due for Monday. ,16,23,118,22,0,0,1
Fri May 29 16:01:58 PDT 2009,NO_QUERY,MissAnna89,@mitchelmusso I cant call you from Europe ,16,1,42,7,1,0,2
Mon May 04 07:19:53 PDT 2009,NO_QUERY,aniszlee,hi all! i'm in again!   ,7,19,24,6,0,0,1
Fri Jun 19 09:56:33 PDT 2009,NO_QUERY,Lancimus1,I do not miss working at at&amp;t on days like this.  Apple people are mean. ,9,56,77,17,0,0,1
